기준_년_분기_코드,상권_코드,아파트_단지_수,아파트_면적_66_제곱미터_미만_세대_수,아파트_면적_66_제곱미터_세대_수,아파트_면적_99_제곱미터_세대_수,아파트_면적_132_제곱미터_세대_수,아파트_면적_165_제곱미터_세대_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,아파트_평균_면적,아파트_평균_시가
2019_2,1000966,11,64,23,2,,,4,77,8,,,,,61,162117316
2019_1,1000966,11,64,23,2,,,4,77,8,,,,,61,162117316
2019_2,1000965,36,369,103,21,54,19,42,245,151,109,19,,,63,197091974
2019_1,1000965,36,369,103,21,54,19,42,245,151,109,19,,,63,197091974
2019_2,1000964,49,498,206,24,6,,112,377,203,40,2,,,55,169470542
2019_1,1000964,49,498,206,24,6,,112,377,203,40,2,,,55,169470542
2019_2,1000963,130,1795,331,37,6,38,437,1213,440,71,8,,38,51,170817111
2019_1,1000963,130,1795,331,37,6,38,437,1213,440,71,8,,38,51,170817111
2019_2,1000962,25,330,457,160,,,8,310,146,138,285,60,,70,250795275
2019_1,1000962,25,330,457,160,,,8,310,146,138,285,60,,70,250795275
2019_2,1000961,27,196,207,10,72,42,36,127,241,9,28,48,38,69,240125073
2019_1,1000961,27,196,207,10,72,42,36,127,241,9,28,48,38,69,240125073
2019_2,1000960,41,481,134,104,24,,87,298,221,7,34,96,,57,192045945
2019_1,1000960,41,481,134,104,24,,87,298,221,7,34,96,,57,192045945
2019_2,1000959,12,215,47,2,,36,52,100,52,60,,36,,70,210834259
2019_1,1000959,12,215,47,2,,36,52,100,52,60,,36,,70,210834259
2019_2,1000958,7,138,10,62,,,74,58,16,24,38,,,48,157430163
2019_1,1000958,7,138,10,62,,,74,58,16,24,38,,,48,157430163
2019_2,1000957,62,803,408,55,2,,147,468,412,233,8,,,56,191994754
2019_1,1000957,62,803,408,55,2,,147,468,412,233,8,,,56,191994754
2019_2,1000956,102,1545,416,21,2,2,264,1019,343,228,130,2,,47,168938329
2019_1,1000956,102,1545,416,21,2,2,264,1019,343,228,130,2,,47,168938329
2019_2,1000955,105,1661,360,44,2,36,357,1018,508,180,2,2,36,49,166362333
2019_1,1000955,105,1661,360,44,2,36,357,1018,508,180,2,2,36,49,166362333
2019_2,1000954,159,2492,353,66,8,,600,1595,506,180,32,6,,46,171777535
2019_1,1000954,159,2492,353,66,8,,600,1595,506,180,32,6,,46,171777535
2019_2,1000953,204,2099,1091,153,16,,308,1443,1004,374,230,,,58,194790516
2019_1,1000953,204,2099,1091,153,16,,308,1443,1004,374,230,,,58,194790516
2019_2,1000952,71,826,128,5,1,,181,578,184,16,1,,,46,160132655
2019_1,1000952,71,826,128,5,1,,181,578,184,16,1,,,46,160132655
2019_2,1000951,113,1571,567,18,4,,247,882,523,290,218,,,49,178377150
2019_1,1000951,113,1571,567,18,4,,247,882,523,290,218,,,49,178377150
2019_2,1000950,119,1584,298,35,1,,423,965,453,64,13,,,47,167313286
2019_1,1000950,119,1584,298,35,1,,423,965,453,64,13,,,47,167313286
2019_2,1000949,101,1169,174,23,1,2,207,754,294,97,15,,2,49,181068497
2019_1,1000949,101,1169,174,23,1,2,207,754,294,97,15,,2,49,181068497
2019_2,1000948,211,2973,657,72,11,,580,2053,897,162,20,1,,51,171805131
2019_1,1000948,211,2973,657,72,11,,580,2053,897,162,20,1,,51,171805131
2019_2,1000947,194,3138,408,123,5,4,729,2254,506,173,12,2,2,47,159317818
2019_1,1000947,194,3138,408,123,5,4,729,2254,506,173,12,2,2,47,159317818
2019_2,1000946,182,2406,448,84,6,,514,1688,601,130,11,,,51,168122337
2019_1,1000946,182,2406,448,84,6,,514,1688,601,130,11,,,51,168122337
2019_2,1000945,187,2841,377,71,16,,772,1810,555,148,20,,,48,160320930
2019_1,1000945,187,2841,377,71,16,,772,1810,555,148,20,,,48,160320930
2019_2,1000944,202,2605,473,74,8,,629,1848,535,132,16,,,48,164356564
2019_1,1000944,202,2605,473,74,8,,629,1848,535,132,16,,,48,164356564
2019_2,1000943,59,1102,116,26,,2,238,808,152,40,6,,2,47,160466446
2019_1,1000943,59,1102,116,26,,2,238,808,152,40,6,,2,47,160466446
2019_2,1000942,32,521,140,,2,,4,454,179,26,,,,52,178699741
2019_1,1000942,32,521,140,,2,,4,454,179,26,,,,52,178699741
2019_2,1000941,56,483,471,16,,2,71,324,218,196,163,,,52,189392391
2019_1,1000941,56,483,471,16,,2,71,324,218,196,163,,,52,189392391
2019_2,1000940,27,344,34,,,,20,323,35,,,,,49,161764308
2019_1,1000940,27,344,34,,,,20,323,35,,,,,49,161764308
2019_2,1000939,12,401,404,108,38,2,36,48,87,141,149,384,108,72,372401741
2019_1,1000939,12,401,404,108,38,2,36,48,87,141,149,384,108,72,372401741
2019_2,1000938,28,393,56,12,4,,78,264,82,31,6,4,,51,184592592
2019_1,1000938,28,393,56,12,4,,78,264,82,31,6,4,,51,184592592
2019_2,1000937,13,162,14,90,104,62,12,136,24,4,2,2,252,76,481811440
2019_1,1000937,13,162,14,90,104,62,12,136,24,4,2,2,252,76,481811440
2019_2,1000936,24,260,223,92,3,,22,183,118,56,36,135,28,60,249521055
2019_1,1000936,24,260,223,92,3,,22,183,118,56,36,135,28,60,249521055
2019_2,1000935,5,69,6,,2,,16,40,17,2,,2,,53,195907302
2019_1,1000935,5,69,6,,2,,16,40,17,2,,2,,53,195907302
2019_2,1000934,35,338,28,24,26,2,,134,220,12,46,4,2,60,234399975
2019_1,1000934,35,338,28,24,26,2,,134,220,12,46,4,2,60,234399975
2019_2,1000933,33,304,130,10,,,,120,160,32,50,64,18,59,270488961
2019_1,1000933,33,304,130,10,,,,120,160,32,50,64,18,59,270488961
2019_2,1000932,63,282,280,92,18,6,8,74,170,192,122,68,44,77,395507283
2019_1,1000932,63,282,280,92,18,6,8,74,170,192,122,68,44,77,395507283
2019_2,1000931,35,450,448,330,56,118,2,76,82,126,120,308,688,81,502389178
2019_1,1000931,35,450,448,330,56,118,2,76,82,126,120,308,688,81,502389178
2019_2,1000930,59,1098,566,87,21,82,164,764,242,194,126,281,83,64,253670233
2019_1,1000930,59,1098,566,87,21,82,164,764,242,194,126,281,83,64,253670233
2019_2,1000929,15,184,180,34,4,,4,102,100,10,40,22,124,64,276892349
2019_1,1000929,15,184,180,34,4,,4,102,100,10,40,22,124,64,276892349
2019_2,1000928,33,292,68,14,2,,8,164,124,60,10,2,8,58,249948665
2019_1,1000928,33,292,68,14,2,,8,164,124,60,10,2,8,58,249948665
2019_2,1000927,20,206,56,14,,2,,56,136,58,26,,2,61,279335568
2019_1,1000927,20,206,56,14,,2,,56,136,58,26,,2,61,279335568
2019_2,1000926,24,262,298,22,6,2,24,172,98,272,16,6,2,60,249109396
2019_1,1000926,24,262,298,22,6,2,24,172,98,272,16,6,2,60,249109396
2019_2,1000925,21,212,194,364,60,,27,127,60,40,14,40,522,76,420918237
2019_1,1000925,21,212,194,364,60,,27,127,60,40,14,40,522,76,420918237
2019_2,1000924,13,216,36,36,4,28,10,120,98,30,30,2,30,85,371879644
2019_1,1000924,13,216,36,36,4,28,10,120,98,30,30,2,30,85,371879644
2019_2,1000923,47,728,187,18,326,150,90,522,234,47,10,16,490,59,265609536
2019_1,1000923,47,728,187,18,326,150,90,522,234,47,10,16,490,59,265609536
2019_2,1000922,65,780,219,50,6,,52,557,303,113,26,4,,55,214431817
2019_1,1000922,65,780,219,50,6,,52,557,303,113,26,4,,55,214431817
2019_2,1000921,31,722,633,442,2,,12,60,60,20,284,669,694,70,451780595
2019_1,1000921,31,722,633,442,2,,12,60,60,20,284,669,694,70,451780595
2019_2,1000920,86,1223,260,68,4,,246,797,312,96,102,2,,51,192847333
2019_1,1000920,86,1223,260,68,4,,246,797,312,96,102,2,,51,192847333
2019_2,1000919,13,412,430,4,64,22,,4,34,14,28,292,560,91,587762130
2019_1,1000919,13,412,430,4,64,22,,4,34,14,28,292,560,91,587762130
2019_2,1000918,21,230,141,36,9,,,108,94,83,110,19,2,75,366433718
2019_1,1000918,21,230,141,36,9,,,108,94,83,110,19,2,75,366433718
2019_2,1000917,55,830,249,66,10,32,108,510,252,96,70,110,41,57,219281382
2019_1,1000917,55,830,249,66,10,32,108,510,252,96,70,110,41,57,219281382
2019_2,1000916,44,675,89,22,6,2,187,418,129,32,20,4,4,47,175131711
2019_1,1000916,44,675,89,22,6,2,187,418,129,32,20,4,4,47,175131711
2019_2,1000915,47,634,90,72,34,22,60,404,230,42,24,28,64,62,240343874
2019_1,1000915,47,634,90,72,34,22,60,404,230,42,24,28,64,62,240343874
2019_2,1000914,51,466,368,126,49,32,10,227,236,237,121,112,98,78,325254609
2019_1,1000914,51,466,368,126,49,32,10,227,236,237,121,112,98,78,325254609
2019_2,1000913,24,338,88,32,38,,6,260,114,48,14,54,,61,240063711
2019_1,1000913,24,338,88,32,38,,6,260,114,48,14,54,,61,240063711
2019_2,1000912,68,196,422,256,70,108,,42,44,45,69,288,564,90,596760720
2019_1,1000912,68,196,422,256,70,108,,42,44,45,69,288,564,90,596760720
2019_2,1000911,31,380,216,32,188,34,,74,90,82,146,98,360,85,464982716
2019_1,1000911,31,380,216,32,188,34,,74,90,82,146,98,360,85,464982716
2019_2,1000910,22,38,38,28,16,224,,12,18,10,,42,262,159,997027146
2019_1,1000910,22,38,38,28,16,224,,12,18,10,,42,262,159,997027146
2019_2,1000909,21,252,436,136,96,18,20,98,60,178,152,75,355,80,367392212
2019_1,1000909,21,252,436,136,96,18,20,98,60,178,152,75,355,80,367392212
2019_2,1000908,27,364,122,20,10,,28,250,196,22,14,6,,54,205705770
2019_1,1000908,27,364,122,20,10,,28,250,196,22,14,6,,54,205705770
2019_2,1000907,12,126,76,16,2,4,4,68,76,60,10,2,4,70,255489571
2019_1,1000907,12,126,76,16,2,4,4,68,76,60,10,2,4,70,255489571
2019_2,1000906,17,272,30,36,20,2,40,200,48,10,10,38,14,53,216555018
2019_1,1000906,17,272,30,36,20,2,40,200,48,10,10,38,14,53,216555018
2019_2,1000905,14,160,42,4,2,14,6,122,43,29,6,16,,59,235108712
2019_1,1000905,14,160,42,4,2,14,6,122,43,29,6,16,,59,235108712
2019_2,1000904,109,1479,516,148,28,4,148,1043,628,220,128,4,4,57,211464197
2019_1,1000904,109,1479,516,148,28,4,148,1043,628,220,128,4,4,57,211464197
2019_2,1000903,50,828,124,2,2,38,68,540,300,46,,2,38,51,202077571
2019_1,1000903,50,828,124,2,2,38,68,540,300,46,,2,38,51,202077571
2019_2,1000902,46,598,257,40,82,234,94,390,234,72,32,75,314,76,298497483
2019_1,1000902,46,598,257,40,82,234,94,390,234,72,32,75,314,76,298497483
2019_2,1000900,13,122,70,18,32,12,6,86,44,60,16,12,30,81,329061215
2019_1,1000900,13,122,70,18,32,12,6,86,44,60,16,12,30,81,329061215
2019_2,1000899,3,50,18,,,,6,20,18,22,2,,,46,220708547
2019_1,1000899,3,50,18,,,,6,20,18,22,2,,,46,220708547
2019_2,1000898,40,386,92,56,98,84,46,292,60,60,35,37,186,106,467866255
2019_1,1000898,40,386,92,56,98,84,46,292,60,60,35,37,186,106,467866255
2019_2,1000897,31,556,42,22,4,,122,374,94,26,8,,,46,167767407
2019_1,1000897,31,556,42,22,4,,122,374,94,26,8,,,46,167767407
2019_2,1000896,77,1002,281,37,8,32,130,751,262,165,20,4,28,59,217074203
2019_1,1000896,77,1002,281,37,8,32,130,751,262,165,20,4,28,59,217074203
2019_2,1000895,31,478,102,26,,,24,238,232,80,32,,,60,236191761
2019_1,1000895,31,478,102,26,,,24,238,232,80,32,,,60,236191761
2019_2,1000894,50,811,84,74,6,,125,486,266,60,34,4,,51,189800537
2019_1,1000894,50,811,84,74,6,,125,486,266,60,34,4,,51,189800537
2019_2,1000893,12,574,349,216,,48,22,258,42,12,263,326,264,75,454376915
2019_1,1000893,12,574,349,216,,48,22,258,42,12,263,326,264,75,454376915
2019_2,1000891,30,356,152,6,,6,44,216,146,92,16,,6,58,228520537
2019_1,1000891,30,356,152,6,,6,44,216,146,92,16,,6,58,228520537
2019_2,1000890,35,466,194,2,,,86,234,276,66,,,,55,211474632
2019_1,1000890,35,466,194,2,,,86,234,276,66,,,,55,211474632
2019_2,1000889,69,724,332,26,106,18,43,405,441,163,64,74,16,63,254710662
2019_1,1000889,69,724,332,26,106,18,43,405,441,163,64,74,16,63,254710662
2019_2,1000888,14,481,336,228,10,12,76,92,91,238,,348,222,68,351312298
2019_1,1000888,14,481,336,228,10,12,76,92,91,238,,348,222,68,351312298
2019_2,1000887,31,127,52,88,90,254,,67,90,24,78,86,266,154,600462892
2019_1,1000887,31,127,52,88,90,254,,67,90,24,78,86,266,154,600462892
2019_2,1000886,12,220,36,22,2,,66,150,16,28,18,2,,44,182183314
2019_1,1000886,12,220,36,22,2,,66,150,16,28,18,2,,44,182183314
2019_2,1000885,29,172,184,178,10,66,6,75,112,65,112,60,180,92,386052633
2019_1,1000885,29,172,184,178,10,66,6,75,112,65,112,60,180,92,386052633
2019_2,1000884,33,244,261,270,26,,12,130,187,50,4,38,380,65,298225591
2019_1,1000884,33,244,261,270,26,,12,130,187,50,4,38,380,65,298225591
2019_2,1000883,15,273,323,162,202,24,14,87,95,55,145,144,444,94,451178447
2019_1,1000883,15,273,323,162,202,24,14,87,95,55,145,144,444,94,451178447
2019_2,1000882,25,159,474,30,84,51,,105,67,65,102,393,66,90,378220472
2019_1,1000882,25,159,474,30,84,51,,105,67,65,102,393,66,90,378220472
2019_2,1000881,38,397,153,36,8,,8,222,224,106,26,,8,58,246078091
2019_1,1000881,38,397,153,36,8,,8,222,224,106,26,,8,58,246078091
2019_2,1000880,86,799,636,144,14,4,85,488,509,127,108,186,94,57,230463246
2019_1,1000880,86,799,636,144,14,4,85,488,509,127,108,186,94,57,230463246
2019_2,1000879,65,517,255,48,56,2,30,188,250,235,89,60,26,61,280965721
2019_1,1000879,65,517,255,48,56,2,30,188,250,235,89,60,26,61,280965721
2019_2,1000878,62,1080,96,28,,14,194,749,187,64,10,,14,45,174852827
2019_1,1000878,62,1080,96,28,,14,194,749,187,64,10,,14,45,174852827
2019_2,1000877,45,767,203,7,2,,36,603,188,94,56,2,,47,194718443
2019_1,1000877,45,767,203,7,2,,36,603,188,94,56,2,,47,194718443
2019_2,1000876,33,578,142,14,,,34,388,180,114,18,,,53,221588158
2019_1,1000876,33,578,142,14,,,34,388,180,114,18,,,53,221588158
2019_2,1000875,28,353,450,136,8,,60,264,103,74,192,212,42,57,217861919
2019_1,1000875,28,353,450,136,8,,60,264,103,74,192,212,42,57,217861919
2019_2,1000874,54,482,276,56,,38,8,156,222,204,128,54,80,63,351764184
2019_1,1000874,54,482,276,56,,38,8,156,222,204,128,54,80,63,351764184
2019_2,1000873,10,114,485,74,2,,30,20,12,104,220,253,36,77,350494124
2019_1,1000873,10,114,485,74,2,,30,20,12,104,220,253,36,77,350494124
2019_2,1000872,76,513,343,144,126,,24,231,264,214,147,32,214,60,301080888
2019_1,1000872,76,513,343,144,126,,24,231,264,214,147,32,214,60,301080888
2019_2,1000871,31,252,88,34,4,,20,133,134,59,14,18,,58,245652626
2019_1,1000871,31,252,88,34,4,,20,133,134,59,14,18,,58,245652626
2019_2,1000870,36,562,252,62,10,,9,379,222,198,58,16,4,62,275659955
2019_1,1000870,36,562,252,62,10,,9,379,222,198,58,16,4,62,275659955
2019_2,1000869,93,1003,226,17,4,4,43,447,483,213,60,6,2,51,240153860
2019_1,1000869,93,1003,226,17,4,4,43,447,483,213,60,6,2,51,240153860
2019_2,1000868,22,358,44,8,6,,40,250,97,15,10,2,2,46,197246769
2019_1,1000868,22,358,44,8,6,,40,250,97,15,10,2,2,46,197246769
2019_2,1000867,5,30,6,,,14,6,16,14,,,,14,122,548120000
2019_1,1000867,5,30,6,,,14,6,16,14,,,,14,122,548120000
2019_2,1000866,51,171,305,76,168,28,12,86,216,180,82,48,124,98,347696800
2019_1,1000866,51,171,305,76,168,28,12,86,216,180,82,48,124,98,347696800
2019_2,1000865,19,193,140,92,36,20,51,82,51,133,93,51,20,82,303324533
2019_1,1000865,19,193,140,92,36,20,51,82,51,133,93,51,20,82,303324533
2019_2,1000864,24,153,63,28,10,34,18,56,92,61,17,6,38,79,319728894
2019_1,1000864,24,153,63,28,10,34,18,56,92,61,17,6,38,79,319728894
2019_2,1000863,30,266,164,7,34,2,4,150,204,63,22,30,,61,251198114
2019_1,1000863,30,266,164,7,34,2,4,150,204,63,22,30,,61,251198114
2019_2,1000862,34,327,90,14,2,,14,201,165,41,12,,,50,222548274
2019_1,1000862,34,327,90,14,2,,14,201,165,41,12,,,50,222548274
2019_2,1000861,35,254,195,14,12,12,20,148,228,72,7,,12,71,258857796
2019_1,1000861,35,254,195,14,12,12,20,148,228,72,7,,12,71,258857796
2019_2,1000860,52,417,248,192,28,6,41,172,255,267,134,22,,67,254856010
2019_1,1000860,52,417,248,192,28,6,41,172,255,267,134,22,,67,254856010
2019_2,1000859,35,534,198,10,32,,11,359,180,124,68,,32,60,259086877
2019_1,1000859,35,534,198,10,32,,11,359,180,124,68,,32,60,259086877
2019_2,1000858,29,291,73,10,,,36,184,105,45,4,,,51,214862101
2019_1,1000858,29,291,73,10,,,36,184,105,45,4,,,51,214862101
2019_2,1000857,36,622,210,6,2,,49,419,270,94,8,,,50,202974961
2019_1,1000857,36,622,210,6,2,,49,419,270,94,8,,,50,202974961
2019_2,1000856,65,817,424,40,110,4,54,440,486,257,46,76,36,67,268847972
2019_1,1000856,65,817,424,40,110,4,54,440,486,257,46,76,36,67,268847972
2019_2,1000855,45,178,132,70,130,125,12,114,150,50,68,62,179,111,432205621
2019_1,1000855,45,178,132,70,130,125,12,114,150,50,68,62,179,111,432205621
2019_2,1000854,61,484,256,30,,,38,279,334,101,18,,,58,227145420
2019_1,1000854,61,484,256,30,,,38,279,334,101,18,,,58,227145420
2019_2,1000853,13,102,28,30,,2,2,46,62,26,6,18,2,66,264279154
2019_1,1000853,13,102,28,30,,2,2,46,62,26,6,18,2,66,264279154
2019_2,1000852,27,798,36,16,32,4,56,438,322,34,20,16,,51,179974517
2019_1,1000852,27,798,36,16,32,4,56,438,322,34,20,16,,51,179974517
2019_2,1000851,67,793,518,48,,,11,407,539,356,36,10,,62,259839037
2019_1,1000851,67,793,518,48,,,11,407,539,356,36,10,,62,259839037
2019_2,1000850,40,428,206,24,46,6,77,308,150,37,118,2,18,58,226041060
2019_1,1000850,40,428,206,24,46,6,77,308,150,37,118,2,18,58,226041060
2019_2,1000849,18,109,235,142,91,50,,108,19,44,54,143,259,82,346808809
2019_1,1000849,18,109,235,142,91,50,,108,19,44,54,143,259,82,346808809
2019_2,1000848,38,249,255,153,49,2,70,161,173,172,72,15,45,74,260322970
2019_1,1000848,38,249,255,153,49,2,70,161,173,172,72,15,45,74,260322970
2019_2,1000847,19,384,558,220,108,155,1,5,52,238,272,240,617,123,532489509
2019_1,1000847,19,384,558,220,108,155,1,5,52,238,272,240,617,123,532489509
2019_2,1000846,64,862,185,47,,,41,601,255,154,43,,,50,202115263
2019_1,1000846,64,862,185,47,,,41,601,255,154,43,,,50,202115263
2019_2,1000845,53,668,240,34,20,14,132,412,306,90,6,30,,55,204651632
2019_1,1000845,53,668,240,34,20,14,132,412,306,90,6,30,,55,204651632
2019_2,1000844,24,285,89,12,20,36,40,190,99,52,26,7,28,70,247905403
2019_1,1000844,24,285,89,12,20,36,40,190,99,52,26,7,28,70,247905403
2019_2,1000843,3,4,6,,,,,10,,,,,,64,146111111
2019_1,1000843,3,4,6,,,,,10,,,,,,64,146111111
2019_2,1000842,8,294,74,,,,26,282,60,,,,,56,136594056
2019_1,1000842,8,294,74,,,,26,282,60,,,,,56,136594056
2019_2,1000841,8,42,64,6,,,14,30,68,,,,,63,186776042
2019_1,1000841,8,42,64,6,,,14,30,68,,,,,63,186776042
2019_2,1000840,4,606,12,,,,34,584,,,,,,46,117901639
2019_1,1000840,4,606,12,,,,34,584,,,,,,46,117901639
2019_2,1000839,4,100,,,,,76,24,,,,,,43,86700000
2019_1,1000839,4,100,,,,,76,24,,,,,,43,86700000
2019_2,1000838,16,220,36,,,,190,60,6,,,,,57,99087674
2019_1,1000838,16,220,36,,,,190,60,6,,,,,57,99087674
2019_2,1000837,45,616,57,10,,,255,412,16,,,,,52,113972080
2019_1,1000837,45,616,57,10,,,255,412,16,,,,,52,113972080
2019_2,1000836,21,276,81,,2,,88,255,16,,,,,54,131533921
2019_1,1000836,21,276,81,,2,,88,255,16,,,,,54,131533921
2019_2,1000835,25,243,88,4,,,110,219,6,,,,,53,119232250
2019_1,1000835,25,243,88,4,,,110,219,6,,,,,53,119232250
2019_2,1000834,28,307,175,6,2,,160,262,65,3,,,,59,154876786
2019_1,1000834,28,307,175,6,2,,160,262,65,3,,,,59,154876786
2019_2,1000833,25,200,76,2,2,,122,148,10,,,,,55,132143440
2019_1,1000833,25,200,76,2,2,,122,148,10,,,,,55,132143440
2019_2,1000832,31,386,156,16,,,78,407,71,2,,,,55,141863266
2019_1,1000832,31,386,156,16,,,78,407,71,2,,,,55,141863266
2019_2,1000831,32,546,120,,2,,136,455,77,,,,,48,141340957
2019_1,1000831,32,546,120,,2,,136,455,77,,,,,48,141340957
2019_2,1000830,15,264,20,4,,,147,114,27,,,,,47,123606370
2019_1,1000830,15,264,20,4,,,147,114,27,,,,,47,123606370
2019_2,1000829,11,174,26,4,,,71,129,4,,,,,48,119349380
2019_1,1000829,11,174,26,4,,,71,129,4,,,,,48,119349380
2019_2,1000828,26,219,52,6,2,,92,171,14,2,,,,62,155791046
2019_1,1000828,26,219,52,6,2,,92,171,14,2,,,,62,155791046
2019_2,1000827,20,32,124,,,,16,20,56,64,,,,66,204042647
2019_1,1000827,20,32,124,,,,16,20,56,64,,,,66,204042647
2019_2,1000826,71,834,303,16,,,240,854,51,8,,,,57,131321812
2019_1,1000826,71,834,303,16,,,240,854,51,8,,,,57,131321812
2019_2,1000825,21,362,211,,2,,12,179,238,146,,,,61,173465048
2019_1,1000825,21,362,211,,2,,12,179,238,146,,,,61,173465048
2019_2,1000824,45,653,227,6,2,,198,580,110,,,,,57,135352571
2019_1,1000824,45,653,227,6,2,,198,580,110,,,,,57,135352571
2019_2,1000823,16,187,63,2,2,,85,161,6,2,,,,54,126418432
2019_1,1000823,16,187,63,2,2,,85,161,6,2,,,,54,126418432
2019_2,1000822,7,242,8,,,,188,62,,,,,,39,113741574
2019_1,1000822,7,242,8,,,,188,62,,,,,,39,113741574
2019_2,1000821,6,215,8,,,,182,17,24,,,,,31,108772513
2019_1,1000821,6,215,8,,,,182,17,24,,,,,31,108772513
2019_2,1000820,8,83,,,,,23,59,1,,,,,35,124931746
2019_1,1000820,8,83,,,,,23,59,1,,,,,35,124931746
2019_2,1000819,43,552,110,,,,398,264,,,,,,49,98780415
2019_1,1000819,43,552,110,,,,398,264,,,,,,49,98780415
2019_2,1000818,16,174,78,,,,132,120,,,,,,57,109658337
2019_1,1000818,16,174,78,,,,132,120,,,,,,57,109658337
2019_2,1000817,23,287,70,12,,,132,233,4,,,,,58,106467783
2019_1,1000817,23,287,70,12,,,132,233,4,,,,,58,106467783
2019_2,1000816,17,242,345,,,,238,26,323,,,,,52,92796188
2019_1,1000816,17,242,345,,,,238,26,323,,,,,52,92796188
2019_2,1000815,26,484,58,2,,,270,260,14,,,,,39,115939188
2019_1,1000815,26,484,58,2,,,270,260,14,,,,,39,115939188
2019_2,1000814,64,806,317,68,55,4,251,419,436,106,36,2,,68,213431951
2019_1,1000814,64,806,317,68,55,4,251,419,436,106,36,2,,68,213431951
2019_2,1000813,33,474,58,6,,,375,163,,,,,,46,84384482
2019_1,1000813,33,474,58,6,,,375,163,,,,,,46,84384482
2019_2,1000812,34,540,518,274,,,147,309,190,442,244,,,60,163754711
2019_1,1000812,34,540,518,274,,,147,309,190,442,244,,,60,163754711
2019_2,1000811,39,318,297,6,,,146,431,44,,,,,58,127858995
2019_1,1000811,39,318,297,6,,,146,431,44,,,,,58,127858995
2019_2,1000810,39,536,82,2,,,342,276,2,,,,,49,93106074
2019_1,1000810,39,536,82,2,,,342,276,2,,,,,49,93106074
2019_2,1000809,21,356,24,,,,170,201,9,,,,,48,119779208
2019_1,1000809,21,356,24,,,,170,201,9,,,,,48,119779208
2019_2,1000808,119,2388,202,,2,,1710,872,10,,,,,48,98392089
2019_1,1000808,119,2388,202,,2,,1710,872,10,,,,,48,98392089
2019_2,1000807,51,698,399,22,,,343,516,240,20,,,,55,119146552
2019_1,1000807,51,698,399,22,,,343,516,240,20,,,,55,119146552
2019_2,1000806,7,50,30,,,,42,38,,,,,,58,100780556
2019_1,1000806,7,50,30,,,,42,38,,,,,,58,100780556
2019_2,1000805,13,186,40,4,,,144,86,,,,,,46,92669582
2019_1,1000805,13,186,40,4,,,144,86,,,,,,46,92669582
2019_2,1000804,13,136,110,,,,60,174,12,,,,,60,137390338
2019_1,1000804,13,136,110,,,,60,174,12,,,,,60,137390338
2019_2,1000803,19,200,236,18,,,74,218,64,58,40,,,58,167331241
2019_1,1000803,19,200,236,18,,,74,218,64,58,40,,,58,167331241
2019_2,1000802,9,134,72,4,2,,44,56,78,32,2,,,57,187477985
2019_1,1000802,9,134,72,4,2,,44,56,78,32,2,,,57,187477985
2019_2,1000801,41,449,201,,14,,159,332,159,12,2,,,58,163382543
2019_1,1000801,41,449,201,,14,,159,332,159,12,2,,,58,163382543
2019_2,1000800,24,255,122,,,,98,246,33,,,,,54,129393427
2019_1,1000800,24,255,122,,,,98,246,33,,,,,54,129393427
2019_2,1000799,9,90,48,8,,,32,60,54,,,,,73,194024130
2019_1,1000799,9,90,48,8,,,32,60,54,,,,,73,194024130
2019_2,1000798,22,268,98,,2,,71,260,35,2,,,,51,128728450
2019_1,1000798,22,268,98,,2,,71,260,35,2,,,,51,128728450
2019_2,1000797,30,322,186,12,2,,36,472,14,,,,,61,147918701
2019_1,1000797,30,322,186,12,2,,36,472,14,,,,,61,147918701
2019_2,1000796,32,447,100,4,1,,119,428,4,1,,,,53,134337371
2019_1,1000796,32,447,100,4,1,,119,428,4,1,,,,53,134337371
2019_2,1000795,43,742,78,2,,,260,478,84,,,,,42,135499271
2019_1,1000795,43,742,78,2,,,260,478,84,,,,,42,135499271
2019_2,1000794,26,238,44,6,,,132,152,4,,,,,61,112611976
2019_1,1000794,26,238,44,6,,,132,152,4,,,,,61,112611976
2019_2,1000793,32,357,99,8,2,,153,295,16,2,,,,57,116029771
2019_1,1000793,32,357,99,8,2,,153,295,16,2,,,,57,116029771
2019_2,1000792,8,123,16,2,,,79,59,3,,,,,41,107400923
2019_1,1000792,8,123,16,2,,,79,59,3,,,,,41,107400923
2019_2,1000791,46,721,42,,2,,276,481,8,,,,,53,130494689
2019_1,1000791,46,721,42,,2,,276,481,8,,,,,53,130494689
2019_2,1000790,29,388,36,2,,,152,272,2,,,,,50,114742843
2019_1,1000790,29,388,36,2,,,152,272,2,,,,,50,114742843
2019_2,1000789,22,265,14,2,,,87,184,10,,,,,52,115221429
2019_1,1000789,22,265,14,2,,,87,184,10,,,,,52,115221429
2019_2,1000788,76,1009,293,12,4,,381,720,145,70,2,,,53,127656610
2019_1,1000788,76,1009,293,12,4,,381,720,145,70,2,,,53,127656610
2019_2,1000787,148,1928,391,13,,,932,1382,18,,,,,52,111736233
2019_1,1000787,148,1928,391,13,,,932,1382,18,,,,,52,111736233
2019_2,1000786,47,420,376,90,,,134,352,148,252,,,,53,141882984
2019_1,1000786,47,420,376,90,,,134,352,148,252,,,,53,141882984
