기준_년_분기_코드,상권_코드,남성_유동인구_수,여성_유동인구_수,주중_유동인구_수,주말_유동인구_수,남성_상주인구_수,여성_상주인구_수,남성_직장_인구_수,여성_직장_인구_수
2019_1,1000382,107973,114232,155841,66370,1774.0,1796.0,145.0,126.0
2019_1,1000383,166279,147764,218558,95483,608.0,591.0,64.0,135.0
2019_1,1000432,56090,59463,79973,35584,2164.0,2341.0,40.0,52.0
2019_1,1000433,145870,131995,192512,85351,873.0,943.0,169.0,141.0
2019_1,1000434,112695,115171,158052,69811,2880.0,2900.0,28.0,54.0
2019_1,1000484,92463,99528,137865,54130,1678.0,1738.0,851.0,743.0
2019_1,1000485,96271,87241,129101,54410,463.0,545.0,273.0,212.0
2019_1,1000486,41555,37413,58179,20791,376.0,414.0,35.0,40.0
2019_1,1000536,112770,103555,156669,59659,2264.0,2227.0,147.0,149.0
2019_1,1000537,87028,80125,118941,48211,1785.0,1843.0,165.0,179.0
2019_1,1000538,82393,74574,111159,45809,1805.0,1805.0,293.0,88.0
2019_1,1000384,227953,234390,328591,133750,1341.0,1256.0,129.0,147.0
2019_1,1000385,158943,135866,211351,83465,1078.0,1006.0,92.0,161.0
2019_1,1000386,251292,211375,322985,139683,926.0,889.0,152.0,245.0
2019_1,1000435,152675,143427,210765,85341,1351.0,1406.0,121.0,125.0
2019_1,1000436,162084,153403,228505,86989,1958.0,2214.0,131.0,195.0
2019_1,1000437,151625,138596,216316,73909,1168.0,1261.0,297.0,131.0
2019_1,1000487,205859,180810,306573,80087,1377.0,1402.0,2815.0,998.0
2019_1,1000488,137130,157939,199181,95887,931.0,986.0,316.0,257.0
2019_1,1000489,93260,110697,142880,61075,100.0,90.0,8.0,26.0
2019_1,1000539,52079,53231,73784,31525,1969.0,2052.0,77.0,149.0
2019_1,1000540,53320,52055,75804,29572,430.0,363.0,160.0,189.0
2019_1,1000541,128689,121246,184197,65731,1641.0,1698.0,206.0,362.0
2019_1,1000387,143478,125859,185559,83780,1255.0,1210.0,117.0,174.0
2019_1,1000388,128229,127316,178335,77209,1969.0,1963.0,149.0,189.0
2019_1,1000389,167549,160363,232313,95600,1824.0,1847.0,124.0,145.0
2019_1,1000438,97993,103743,144332,57404,5182.0,5573.0,145.0,206.0
2019_1,1000439,520298,428300,807771,140827,1692.0,1830.0,85.0,337.0
2019_1,1000440,68297,76414,101353,43359,558.0,604.0,85.0,209.0
2019_1,1000490,63934,70703,94949,39691,256.0,259.0,28.0,29.0
2019_1,1000491,87531,92001,130234,49299,327.0,432.0,936.0,1567.0
2019_1,1000492,156689,155425,225250,86866,1208.0,1455.0,408.0,360.0
2019_1,1000542,78379,58111,99130,37362,1019.0,896.0,70.0,115.0
2019_1,1000543,126769,119306,180372,65704,543.0,564.0,278.0,336.0
2019_1,1000544,51869,51425,74543,28755,452.0,462.0,118.0,154.0
2019_1,1000390,77652,69878,102145,45384,1379.0,1466.0,63.0,70.0
2019_1,1000391,100333,118988,158701,60624,1769.0,1909.0,77.0,111.0
2019_1,1000392,29428,32220,39828,21822,1564.0,1623.0,21.0,61.0
2019_1,1000441,47583,66658,79036,35203,706.0,749.0,204.0,242.0
2019_1,1000442,119367,137543,181188,75725,1168.0,1238.0,90.0,204.0
2019_1,1000443,101626,110965,148312,64282,1779.0,1881.0,235.0,107.0
2019_1,1000493,71998,70998,98424,44573,593.0,701.0,647.0,432.0
2019_1,1000494,72543,112707,124520,60725,229.0,273.0,743.0,422.0
2019_1,1000495,76454,100731,115610,61574,367.0,419.0,221.0,154.0
2019_1,1000496,69854,67238,95594,41498,828.0,929.0,180.0,148.0
2019_1,1000545,80929,75463,109678,46715,953.0,1007.0,67.0,110.0
2019_1,1000546,91058,79132,119017,51165,982.0,919.0,9.0,28.0
2019_1,1000547,136847,151073,195079,92844,2059.0,2115.0,67.0,98.0
2019_1,1000393,165373,185008,252264,98115,1196.0,1275.0,82.0,94.0
2019_1,1000394,131601,128647,179995,80257,2531.0,2683.0,110.0,188.0
2019_1,1000395,93782,107891,135627,66040,1908.0,2086.0,15.0,66.0
2019_1,1000396,26026,23027,33928,15122,1243.0,1407.0,72.0,89.0
2019_1,1000444,253384,240957,389620,104722,449.0,346.0,43.0,44.0
2019_1,1000445,85159,79352,118799,45713,1842.0,1517.0,77.0,98.0
2019_1,1000446,130174,126434,179122,77485,1875.0,1970.0,401.0,280.0
2019_1,1000497,122397,135699,193042,65052,1111.0,1282.0,951.0,834.0
2019_1,1000498,103571,122667,159323,66914,1122.0,1301.0,178.0,337.0
2019_1,1000499,102672,124805,169295,58184,1144.0,1319.0,1491.0,1302.0
2019_1,1000548,112805,120928,160435,73301,1841.0,1892.0,77.0,90.0
2019_1,1000549,55836,50158,75622,30377,1616.0,1660.0,82.0,133.0
2019_1,1000550,37607,33683,55561,15728,1599.0,1609.0,104.0,142.0
2019_1,1000397,43363,19677,46622,16421,528.0,532.0,110.0,80.0
2019_1,1000398,73373,90106,117120,46362,2660.0,2885.0,75.0,68.0
2019_1,1000399,108521,125407,167501,66434,1858.0,2062.0,80.0,78.0
2019_1,1000447,156872,154351,242871,68350,1875.0,2000.0,129.0,126.0
2019_1,1000448,110861,116124,170938,56046,1793.0,1799.0,104.0,249.0
2019_1,1000449,224875,227170,319412,132637,2497.0,2707.0,186.0,219.0
2019_1,1000500,122679,148590,186200,85066,748.0,867.0,318.0,376.0
2019_1,1000501,115354,118532,162697,71188,1483.0,1587.0,131.0,173.0
2019_1,1000502,84718,89886,124231,50365,1709.0,2123.0,318.0,259.0
2019_1,1000551,41665,33083,55272,19475,793.0,800.0,145.0,272.0
2019_1,1000552,64430,71907,95685,40653,1551.0,1670.0,66.0,66.0
2019_1,1000553,39021,39109,55181,22948,1451.0,1430.0,109.0,156.0
2019_1,1000400,37347,49177,64830,21695,1860.0,2092.0,42.0,155.0
2019_1,1000401,246285,283415,387831,141870,2203.0,2460.0,160.0,155.0
2019_1,1000402,99758,114196,151170,62786,1068.0,1184.0,231.0,356.0
2019_1,1000450,80881,88364,117154,52091,1515.0,1549.0,258.0,101.0
2019_1,1000451,187065,158158,285389,59830,248.0,251.0,3125.0,1915.0
2019_1,1000452,105650,72267,152948,24971,362.0,326.0,2804.0,1841.0
2019_1,1001053,36604,45128,62870,18862,260.0,259.0,115.0,204.0
2019_1,1001054,86141,112501,150983,47658,306.0,336.0,562.0,576.0
2019_1,1001055,82104,49302,108095,23310,31.0,24.0,1932.0,1779.0
2019_1,1001106,62280,46295,89256,19322,49.0,56.0,2080.0,1319.0
2019_1,1001107,495540,385466,633126,247882,759.0,659.0,3150.0,2076.0
2019_1,1001108,69123,53153,101561,20714,220.0,312.0,1340.0,1472.0
2019_1,1001159,65220,95096,110725,49591,133.0,146.0,243.0,382.0
2019_1,1001160,207078,161960,261003,108034,844.0,1027.0,866.0,624.0
2019_1,1001161,37092,50381,59507,27966,224.0,306.0,447.0,418.0
2019_1,1001004,168289,168851,237617,99524,2078.0,2074.0,504.0,294.0
2019_1,1001005,139315,134059,196009,77371,1375.0,1402.0,309.0,286.0
2019_1,1001006,106476,106463,146119,66822,2227.0,2296.0,117.0,122.0
2019_1,1001056,198703,139734,266625,71812,301.0,269.0,3485.0,2203.0
2019_1,1001057,537723,383605,733220,188107,850.0,908.0,2523.0,2064.0
2019_1,1001058,193132,148042,266025,75146,1349.0,1446.0,2476.0,1834.0
2019_1,1001109,529400,412247,743680,197963,971.0,961.0,5407.0,4542.0
2019_1,1001110,178954,181435,296221,64164,838.0,949.0,17880.0,22570.0
2019_1,1001111,248210,229465,379161,98506,285.0,280.0,2720.0,1883.0
2019_1,1001162,215192,233418,311046,137565,491.0,536.0,233.0,348.0
2019_1,1001163,503901,544340,713241,335003,2227.0,2380.0,1728.0,2177.0
2019_1,1001164,503380,405001,728880,179504,445.0,399.0,3266.0,1625.0
2019_1,1001007,27731,12697,33751,6680,1105.0,1103.0,262.0,561.0
2019_1,1001008,166394,166106,234885,97619,1114.0,1209.0,151.0,101.0
2019_1,1001009,327192,331520,458077,200639,2056.0,1976.0,463.0,265.0
2019_1,1001059,161909,117364,232101,47172,11.0,13.0,1690.0,1333.0
2019_1,1001061,57426,55289,81360,31361,1234.0,1370.0,234.0,289.0
2019_1,1001062,689746,620182,1098199,211734,1440.0,1572.0,17117.0,13511.0
2019_1,1001112,73984,58589,107934,24637,64.0,49.0,2694.0,2722.0
2019_1,1001113,40880,31008,53528,18360,8.0,4.0,142.0,93.0
2019_1,1001114,79892,64949,110837,34002,411.0,355.0,819.0,768.0
2019_1,1001115,176470,161811,277941,60343,377.0,380.0,2804.0,2487.0
2019_1,1001165,1169750,1122367,1530426,761685,905.0,1104.0,741.0,828.0
2019_1,1001166,588550,492572,870536,210591,1619.0,1915.0,8130.0,6237.0
2019_1,1001167,125828,118725,186997,57557,279.0,320.0,4971.0,3211.0
2019_1,1001010,78375,84670,117840,45204,1526.0,1562.0,61.0,210.0
2019_1,1001011,149590,173363,223931,99022,815.0,751.0,425.0,703.0
2019_1,1001012,9669,9472,13576,5565,2.0,0.0,2089.0,446.0
2019_1,1001013,11796,11080,16289,6587,813.0,843.0,1733.0,600.0
2019_1,1001063,226462,180998,331849,75608,499.0,503.0,3414.0,3243.0
2019_1,1001064,19649,16240,26986,8903,788.0,966.0,290.0,275.0
2019_1,1001065,38090,36911,47152,27849,97.0,91.0,147.0,333.0
2019_1,1001116,46793,34424,50333,30885,178.0,145.0,259.0,192.0
2019_1,1001117,330214,334489,505352,159341,451.0,590.0,4700.0,5584.0
2019_1,1001118,47436,34530,64259,17705,735.0,753.0,8110.0,8608.0
2019_1,1001175,241390,205293,327384,119299,1358.0,1357.0,634.0,763.0
2019_1,1001176,18590,18061,28201,8449,6.0,4.0,14.0,27.0
2019_1,1001177,46667,44413,72353,18725,28.0,25.0,215.0,300.0
2019_1,1001015,119308,102241,164864,56687,658.0,541.0,2882.0,1959.0
2019_1,1001016,259680,166729,299330,127078,1025.0,664.0,703.0,229.0
2019_1,1001066,856798,738446,1277795,317454,1191.0,1357.0,12913.0,20170.0
2019_1,1001067,250338,223366,336531,137176,1843.0,2008.0,961.0,901.0
2019_1,1001068,25961,24392,34109,16244,9.0,8.0,99.0,108.0
2019_1,1001069,38737,37077,48561,27254,152.0,151.0,138.0,154.0
2019_1,1001119,654614,493276,734829,413058,577.0,212.0,512.0,457.0
2019_1,1001120,99612,81786,149166,32231,129.0,145.0,3015.0,2891.0
2019_1,1001121,412722,480347,599162,293910,292.0,192.0,563.0,381.0
2019_1,1001168,58083,47853,82225,23709,103.0,135.0,6406.0,5717.0
2019_1,1001169,74711,62845,107152,30400,278.0,209.0,3373.0,2388.0
2019_1,1001170,60483,54605,93332,21755,32.0,11.0,3061.0,1794.0
2019_1,1001017,119318,101413,158683,62047,148.0,159.0,1363.0,687.0
2019_1,1001018,145115,85314,192929,37500,1011.0,845.0,8391.0,6613.0
2019_1,1001019,35849,20828,45256,11422,51.0,42.0,326.0,256.0
2019_1,1001070,69746,63167,92687,40224,195.0,175.0,194.0,304.0
2019_1,1001071,195968,237939,308680,125225,994.0,1108.0,659.0,697.0
2019_1,1001072,153168,149488,218452,84204,590.0,653.0,287.0,385.0
2019_1,1001122,84024,76283,121100,39207,685.0,760.0,6841.0,6733.0
2019_1,1001123,205502,185119,309703,80917,205.0,210.0,4508.0,3867.0
2019_1,1001124,213671,156643,250135,120184,1023.0,570.0,614.0,368.0
2019_1,1001171,79617,65137,116331,28423,11.0,11.0,495.0,462.0
2019_1,1001172,213452,185050,281701,116800,309.0,228.0,86.0,83.0
2019_1,1001173,253366,266622,374243,145745,992.0,1007.0,444.0,963.0
2019_1,1001174,86607,85473,128670,43412,580.0,712.0,246.0,387.0
2019_1,1001021,23624,10483,31480,2628,16.0,11.0,14370.0,8184.0
2019_1,1001022,281234,241650,380757,142123,440.0,484.0,856.0,791.0
2019_1,1001023,60268,29748,82869,7147,362.0,319.0,26488.0,15028.0
2019_1,1001073,559172,400388,813143,146404,2800.0,2670.0,19359.0,12931.0
2019_1,1001074,48386,39616,66097,21907,1238.0,1388.0,5936.0,2172.0
2019_1,1001075,132778,87312,183649,36439,265.0,128.0,3349.0,3318.0
2019_1,1001125,55005,54727,79362,30371,221.0,226.0,2139.0,758.0
2019_1,1001126,7482,6827,10469,3840,146.0,142.0,27.0,22.0
2019_1,1001127,411824,266869,590100,88591,655.0,704.0,27413.0,22053.0
2019_1,1001128,44056,54892,76798,22150,114.0,141.0,640.0,1445.0
2019_1,1001178,202558,189888,297506,94938,317.0,340.0,1518.0,1613.0
2019_1,1001179,410241,314791,507186,217844,1456.0,1498.0,3082.0,2239.0
2019_1,1001180,796230,968565,1268196,496604,607.0,568.0,2673.0,2711.0
2019_1,1001024,360422,307489,481732,186177,446.0,483.0,1194.0,2130.0
2019_1,1001025,1183426,1112808,1652998,643238,3076.0,3639.0,1502.0,1700.0
2019_1,1001026,16975,9637,19678,6934,206.0,152.0,78.0,37.0
2019_1,1001027,181994,121536,241382,62148,971.0,777.0,22520.0,15250.0
2019_1,1001076,137257,144405,183882,97777,332.0,358.0,149.0,309.0
2019_1,1001077,516583,419195,792321,143454,590.0,747.0,11361.0,7869.0
2019_1,1001078,1286733,1442859,2034341,695264,1390.0,1699.0,5534.0,7173.0
2019_1,1001079,8947,8562,13441,4067,2.0,1.0,162.0,54.0
2019_1,1001129,44139,45431,70950,18619,181.0,192.0,327.0,593.0
2019_1,1001130,49821,48293,74718,23396,101.0,112.0,2935.0,1709.0
2019_1,1001131,107891,102157,161605,48447,495.0,565.0,4287.0,2003.0
2019_1,1001132,28881,22104,39853,11133,283.0,235.0,1208.0,833.0
2019_1,1000979,140018,128184,193561,74637,1651.0,1618.0,277.0,211.0
2019_1,1000980,118930,111591,156780,73743,1447.0,1561.0,166.0,323.0
2019_1,1000981,170337,161001,238039,93300,966.0,971.0,289.0,360.0
2019_1,1000982,29322,13796,37459,5654,643.0,631.0,194.0,243.0
2019_1,1001028,126251,125051,177757,73545,293.0,267.0,106.0,142.0
2019_1,1001029,20664,16799,29728,7737,5.0,3.0,603.0,760.0
2019_1,1001030,280566,240412,415932,105045,425.0,485.0,2597.0,3364.0
2019_1,1001080,31493,37639,55169,13962,87.0,114.0,121.0,117.0
2019_1,1001081,448313,318490,616781,150023,519.0,516.0,23745.0,12085.0
2019_1,1001082,1323961,1166395,1998425,491932,1937.0,2314.0,12688.0,8913.0
2019_1,1001133,35531,35964,55306,16186,426.0,496.0,1125.0,2334.0
2019_1,1001134,302332,197976,428476,71831,15.0,3.0,36723.0,19498.0
2019_1,1001135,1102220,1281747,1791992,591976,1799.0,2053.0,11279.0,14471.0
2019_1,1000983,213061,217050,323684,106424,1751.0,1863.0,844.0,672.0
2019_1,1000984,190732,174144,280232,84642,2342.0,2415.0,1077.0,704.0
2019_1,1000985,184009,181506,258574,106938,3599.0,3533.0,116.0,141.0
2019_1,1001031,558926,471682,670299,360308,300.0,387.0,736.0,706.0
2019_1,1001032,97475,86923,128142,56258,858.0,789.0,167.0,295.0
2019_1,1001033,125168,87828,170824,42175,578.0,626.0,2601.0,1439.0
2019_1,1001083,61762,63789,91160,34391,295.0,299.0,193.0,161.0
2019_1,1001084,140069,116104,211063,45114,329.0,347.0,12392.0,16787.0
2019_1,1001085,1866661,1939331,2882969,923029,1631.0,1583.0,19691.0,15580.0
2019_1,1001136,90481,103668,132614,61539,429.0,440.0,139.0,164.0
2019_1,1001137,32499,27113,42251,17360,425.0,375.0,325.0,362.0
2019_1,1001138,238945,297135,403547,132528,280.0,324.0,3605.0,6615.0
2019_1,1000986,278953,279502,399551,158903,2277.0,2455.0,357.0,298.0
2019_1,1000987,93199,89783,134129,48858,733.0,788.0,60.0,110.0
2019_1,1000988,163699,161486,231472,93703,2261.0,2258.0,269.0,231.0
2019_1,1001034,226518,217774,347626,96668,583.0,644.0,1547.0,1273.0
2019_1,1001035,43784,32485,60547,15723,290.0,282.0,1402.0,1054.0
2019_1,1001036,42250,33508,57715,18044,223.0,183.0,79.0,52.0
2019_1,1001087,430077,329682,642369,117385,1065.0,1102.0,9844.0,6232.0
2019_1,1001088,381513,272903,544212,110203,740.0,771.0,19253.0,11550.0
2019_1,1001139,252483,186595,341805,97271,666.0,621.0,465.0,419.0
2019_1,1001140,334355,389588,565609,158335,851.0,1014.0,4717.0,5668.0
2019_1,1001141,779053,941149,1258206,461990,635.0,678.0,4842.0,8112.0
2019_1,1000989,113617,124273,170433,67460,2457.0,2530.0,149.0,193.0
2019_1,1000990,156409,128911,203190,82122,2055.0,2137.0,224.0,171.0
2019_1,1000991,116749,116142,165249,67649,1783.0,1836.0,404.0,337.0
2019_1,1001037,292570,248577,430849,110296,762.0,936.0,1352.0,1233.0
2019_1,1001038,375858,226029,535144,66749,68.0,57.0,42662.0,26646.0
2019_1,1001039,449058,331755,612070,168739,868.0,896.0,5244.0,2411.0
2019_1,1001040,326818,294822,418271,203374,634.0,534.0,171.0,277.0
2019_1,1001089,116246,105533,179688,42092,37.0,49.0,1541.0,2017.0
2019_1,1001090,151681,121661,221939,51407,332.0,354.0,1564.0,1321.0
2019_1,1001091,87604,56440,127767,16278,6.0,3.0,4425.0,4835.0
2019_1,1001142,9742,7305,14770,2277,80.0,65.0,1542.0,1264.0
2019_1,1001143,101129,72372,136927,36574,195.0,195.0,5744.0,6575.0
2019_1,1001144,290315,175066,400491,64889,368.0,353.0,12621.0,9741.0
2019_1,1000992,185148,165994,257343,93803,1756.0,1770.0,137.0,96.0
2019_1,1000993,135146,127285,208071,54367,752.0,810.0,1260.0,771.0
2019_1,1000994,155053,152422,216397,91074,1321.0,1240.0,145.0,80.0
2019_1,1001041,237108,189431,337807,88733,683.0,797.0,6372.0,6102.0
2019_1,1001042,162451,143174,240284,65341,249.0,326.0,1969.0,2876.0
2019_1,1001043,469010,478375,697635,249754,779.0,1033.0,1090.0,926.0
2019_1,1001092,520348,438156,729238,229268,1023.0,950.0,2242.0,1992.0
2019_1,1001093,801671,668557,1024555,445663,1369.0,1434.0,4381.0,3317.0
2019_1,1001094,34099,26690,49913,10878,281.0,362.0,2011.0,1270.0
2019_1,1001095,778237,644692,1086948,335986,1886.0,2045.0,5491.0,4219.0
2019_1,1001145,40979,31672,53287,19365,671.0,776.0,7169.0,5049.0
2019_1,1001146,8808,9573,10762,7619,47.0,60.0,1007.0,972.0
2019_1,1001147,14108,4801,16199,2710,98.0,80.0,1883.0,407.0
2019_1,1001148,28808,27759,40171,16398,35.0,24.0,58.0,124.0
2019_1,1000995,104613,94219,143272,55561,1338.0,1280.0,84.0,60.0
2019_1,1000996,61729,62273,88342,35660,905.0,833.0,117.0,222.0
2019_1,1000997,86295,78660,110278,54677,1053.0,994.0,100.0,200.0
2019_1,1001044,352242,259274,506162,105359,886.0,972.0,5484.0,3140.0
2019_1,1001045,771228,652608,1006971,416866,554.0,622.0,636.0,658.0
2019_1,1001046,459199,427052,608896,277355,1589.0,1558.0,529.0,625.0
2019_1,1001096,354989,461722,567811,248900,1551.0,1676.0,2951.0,4329.0
2019_1,1001098,387830,275338,546482,116693,1036.0,1082.0,6163.0,4279.0
2019_1,1001149,77743,78227,120431,35536,79.0,78.0,679.0,477.0
2019_1,1001150,410620,356569,430858,336330,482.0,394.0,863.0,610.0
2019_1,1001151,39905,14417,45565,8758,122.0,127.0,1941.0,696.0
2019_1,1000998,92051,86671,123569,55155,1576.0,1639.0,99.0,77.0
2019_1,1000999,237816,222813,328629,131996,3899.0,3856.0,225.0,227.0
2019_1,1001000,205650,197654,294295,109005,887.0,914.0,83.0,107.0
2019_1,1001047,97675,71619,140423,28870,546.0,523.0,3049.0,1327.0
2019_1,1001048,217905,169512,320227,67192,755.0,1004.0,3302.0,2358.0
2019_1,1001049,137673,142931,200660,79945,1325.0,1330.0,196.0,424.0
2019_1,1001099,466025,309939,679821,96142,363.0,337.0,10767.0,7694.0
2019_1,1001100,80820,60023,115883,24957,28.0,50.0,1668.0,1310.0
2019_1,1001101,184638,163396,278258,69775,1429.0,1700.0,2006.0,1665.0
2019_1,1001102,51093,37416,73300,15209,424.0,472.0,1598.0,981.0
2019_1,1001152,17735,16755,24416,10074,89.0,109.0,1747.0,1019.0
2019_1,1001153,286641,238874,371970,153546,475.0,586.0,412.0,447.0
2019_1,1001154,27849,11039,32134,6753,182.0,164.0,346.0,193.0
2019_1,1001155,100639,45487,121753,24374,367.0,262.0,2378.0,891.0
2019_1,1001001,350388,352126,499422,203100,3286.0,3404.0,316.0,222.0
2019_1,1001002,309241,273980,416983,166238,2182.0,2323.0,264.0,332.0
2019_1,1001003,96442,96140,135892,56688,1346.0,1358.0,103.0,131.0
2019_1,1001050,1006218,725519,1361336,370402,1321.0,1290.0,11781.0,12520.0
2019_1,1001051,256098,268724,390919,133898,2411.0,2684.0,6495.0,5483.0
2019_1,1001052,308223,230307,447121,91406,964.0,1233.0,9515.0,6162.0
2019_1,1001103,25311,24913,38576,11648,17.0,9.0,15076.0,11243.0
2019_1,1001104,82805,48207,116823,14189,49.0,16.0,7449.0,3997.0
2019_1,1001105,375619,269572,479891,165300,564.0,565.0,965.0,480.0
2019_1,1001156,577922,541783,797919,321791,1468.0,1573.0,1597.0,2041.0
2019_1,1001157,223622,273916,358752,138784,199.0,189.0,140.0,196.0
2019_1,1001158,121598,97712,161634,57680,310.0,413.0,3691.0,2126.0
2019_1,1000854,91243,78362,123450,46152,1575.0,1831.0,899.0,572.0
2019_1,1000855,58956,68706,94710,32954,754.0,920.0,349.0,356.0
2019_1,1000856,81327,60872,108769,33433,1748.0,1771.0,854.0,912.0
2019_1,1000907,158489,134795,238612,54671,420.0,485.0,1036.0,1086.0
2019_1,1000908,72140,59050,107141,24053,484.0,567.0,623.0,536.0
2019_1,1000909,71104,68991,109565,30526,1052.0,1223.0,1105.0,949.0
2019_1,1000957,206644,172231,275032,103836,1702.0,1662.0,695.0,400.0
2019_1,1000958,281776,211559,363888,129448,867.0,717.0,698.0,903.0
2019_1,1000959,70476,56467,95461,31482,822.0,765.0,697.0,507.0
2019_1,1000804,94125,89491,136575,47039,881.0,937.0,112.0,183.0
2019_1,1000805,74433,38539,79555,33420,2075.0,921.0,7.0,13.0
2019_1,1000806,268527,154476,290108,132893,1108.0,665.0,41.0,56.0
2019_1,1000857,78600,54856,107737,25714,1047.0,1028.0,654.0,373.0
2019_1,1000858,44203,50002,67492,26715,528.0,669.0,443.0,335.0
2019_1,1000859,92834,64472,122721,34596,750.0,755.0,2408.0,1158.0
2019_1,1000910,64246,68730,102356,30622,419.0,522.0,556.0,1386.0
2019_1,1000911,52406,51084,76466,27026,895.0,1049.0,310.0,355.0
2019_1,1000912,32156,27407,44501,15063,1037.0,1136.0,406.0,408.0
2019_1,1000913,147943,112822,205913,54846,581.0,658.0,1718.0,1952.0
2019_1,1000960,188989,164795,259767,94017,1878.0,1791.0,868.0,898.0
2019_1,1000961,154129,142069,216139,80056,720.0,797.0,1585.0,816.0
2019_1,1000962,102438,101222,147559,56105,1321.0,1394.0,238.0,288.0
2019_1,1000807,46131,40453,60129,26448,2147.0,2218.0,113.0,150.0
2019_1,1000808,120309,124547,163234,81614,2605.0,2605.0,20.0,22.0
2019_1,1000809,77281,76980,110816,43441,638.0,687.0,34.0,58.0
2019_1,1000810,96567,70262,115340,51493,2249.0,1889.0,41.0,46.0
2019_1,1000860,94557,83557,141557,36558,1339.0,1452.0,1675.0,1005.0
2019_1,1000861,83532,62796,111934,34397,786.0,844.0,357.0,215.0
2019_1,1000862,91477,92176,141889,41764,762.0,884.0,811.0,820.0
2019_1,1000863,110207,100941,154412,56738,754.0,845.0,1052.0,564.0
2019_1,1000914,232889,196658,347959,81595,1536.0,1723.0,2060.0,2180.0
2019_1,1000915,163882,136569,238162,62287,735.0,911.0,493.0,257.0
2019_1,1000916,32692,29942,49494,13141,697.0,793.0,908.0,616.0
2019_1,1000963,139218,115861,181023,74049,2327.0,2481.0,605.0,423.0
2019_1,1000964,146933,126691,208194,65433,1456.0,1508.0,916.0,745.0
2019_1,1000965,106109,105119,144394,66834,1296.0,1298.0,669.0,589.0
2019_1,1000811,29829,31019,42124,18725,1892.0,1915.0,83.0,139.0
2019_1,1000812,124448,131588,178783,77251,1966.0,2029.0,117.0,186.0
2019_1,1000813,152043,95166,169848,77359,2699.0,1405.0,44.0,26.0
2019_1,1000864,61198,71661,100709,32150,528.0,602.0,1059.0,342.0
2019_1,1000865,134722,104799,185502,54021,536.0,553.0,930.0,587.0
2019_1,1000866,53756,58100,82213,29641,713.0,855.0,822.0,748.0
2019_1,1000917,66735,68090,101177,33650,1312.0,1509.0,329.0,345.0
2019_1,1000918,30212,37978,50934,17254,554.0,692.0,118.0,139.0
2019_1,1000919,220672,222340,293599,149421,904.0,826.0,114.0,204.0
2019_1,1000966,151844,166458,224785,93512,941.0,979.0,136.0,246.0
2019_1,1000967,163002,146557,206818,102748,2140.0,2075.0,604.0,406.0
2019_1,1000968,101714,99240,142758,58198,1053.0,1058.0,133.0,269.0
2019_1,1000814,63959,62738,86906,39788,1503.0,1655.0,452.0,226.0
2019_1,1000815,192808,165760,242894,115673,2164.0,2043.0,123.0,107.0
2019_1,1000816,101794,69482,118125,53153,2745.0,1902.0,55.0,54.0
2019_1,1000867,22711,24020,34548,12183,71.0,102.0,467.0,365.0
2019_1,1000868,188943,194690,256483,127147,542.0,677.0,97.0,87.0
2019_1,1000869,104047,93631,142000,55677,1099.0,1319.0,283.0,192.0
2019_1,1000920,270481,270955,357372,184057,2070.0,2285.0,293.0,426.0
2019_1,1000921,143413,121074,191239,73249,1554.0,1370.0,121.0,125.0
2019_1,1000922,184220,172762,249446,107537,1699.0,1761.0,433.0,369.0
2019_1,1000976,28692,25097,39403,14383,1498.0,1416.0,63.0,87.0
2019_1,1000977,133626,121883,186581,68926,1379.0,1388.0,236.0,223.0
2019_1,1000978,172278,154645,230636,96280,1791.0,1860.0,203.0,202.0
2019_1,1000817,183682,133882,225989,91582,1751.0,1222.0,508.0,274.0
2019_1,1000818,72868,58188,92735,38322,1048.0,961.0,36.0,49.0
2019_1,1000819,65564,62368,87132,40799,1367.0,1237.0,36.0,36.0
2019_1,1000870,120475,117181,182672,54985,1149.0,1259.0,1017.0,800.0
2019_1,1000871,98730,99374,153594,44507,597.0,664.0,1370.0,914.0
2019_1,1000872,119768,130256,181219,68805,1586.0,1933.0,623.0,353.0
2019_1,1000923,213615,182148,303667,92103,1236.0,1297.0,803.0,655.0
2019_1,1000924,82682,70848,123211,30319,396.0,450.0,982.0,1321.0
2019_1,1000925,93569,100480,155621,38430,937.0,1105.0,386.0,515.0
2019_1,1000969,15284,14083,20828,8538,763.0,768.0,70.0,73.0
2019_1,1000970,8154,10359,13705,4810,821.0,781.0,71.0,135.0
2019_1,1000971,78239,71088,103889,45439,1347.0,1255.0,27.0,30.0
2019_1,1000972,142226,137191,197745,81683,2715.0,2724.0,221.0,247.0
2019_1,1000820,101470,91578,136465,56582,887.0,764.0,139.0,141.0
2019_1,1000821,153992,136499,192862,97629,941.0,1026.0,61.0,54.0
2019_1,1000822,63193,67078,90665,39604,952.0,920.0,79.0,41.0
2019_1,1000873,99868,91185,139927,51125,848.0,911.0,488.0,712.0
2019_1,1000874,47053,51915,72709,26260,766.0,779.0,57.0,56.0
2019_1,1000875,136687,109384,193195,52873,1270.0,1357.0,1175.0,654.0
2019_1,1000926,247326,223609,375038,95902,668.0,881.0,507.0,508.0
2019_1,1000927,170276,204363,267948,106693,912.0,1146.0,769.0,914.0
2019_1,1000928,39973,37510,58654,18831,865.0,868.0,186.0,184.0
2019_1,1000973,152108,156606,218785,89930,2169.0,2117.0,101.0,106.0
2019_1,1000974,35913,40322,56292,19946,1318.0,1377.0,104.0,174.0
