기준_년_분기_코드,상권_코드,아파트_단지_수,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수
2019_1,1000230,44.0,16.0,0,0,0,1.0,2.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,4.0
2019_2,1000229,17.0,15.0,1.0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000229,17.0,15.0,1.0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000228,62.0,13.0,0,0,0,0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_1,1000228,62.0,13.0,0,0,0,0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_2,1000227,15.0,6.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000227,15.0,6.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000226,52.0,24.0,1.0,0,0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
2019_1,1000226,52.0,24.0,1.0,0,0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
2019_2,1000225,8.0,4.0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0
2019_1,1000225,8.0,4.0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0
2019_2,1000224,63.0,9.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000224,63.0,9.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000223,23.0,14.0,1.0,1.0,0,0,1.0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,3.0
2019_1,1000223,23.0,14.0,1.0,1.0,0,0,1.0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,3.0
2019_2,1000222,23.0,25.0,0,1.0,0,0,3.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,4.0
2019_1,1000222,23.0,25.0,0,1.0,0,0,3.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,4.0
2019_2,1000221,71.0,16.0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,2.0,0,0,0,1.0,1.0
2019_1,1000221,71.0,16.0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,2.0,0,0,0,1.0,1.0
2019_2,1000220,3.0,19.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,2.0
2019_1,1000220,3.0,19.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,2.0
2019_2,1000219,28.0,5.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000219,28.0,5.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000218,17.0,6.0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_1,1000218,17.0,6.0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_2,1000217,17.0,9.0,0,0,0,0,2.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2019_1,1000217,17.0,9.0,0,0,0,0,2.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2019_2,1000216,5.0,10.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_1,1000216,5.0,10.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_2,1000215,9.0,8.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0
2019_1,1000215,9.0,8.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0
2019_2,1000214,21.0,17.0,2.0,1.0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2019_1,1000214,21.0,17.0,2.0,1.0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2019_2,1000213,33.0,9.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000213,33.0,9.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000212,35.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000212,35.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000211,20.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000211,20.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000210,10.0,16.0,0,0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2019_1,1000210,10.0,16.0,0,0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2019_2,1000209,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000209,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000208,11.0,4.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_1,1000208,11.0,4.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_2,1000207,11.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,2.0
2019_1,1000207,11.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,2.0
2019_2,1000206,7.0,4.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_1,1000206,7.0,4.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_2,1000205,4.0,9.0,2.0,0,0,0,2.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_1,1000205,4.0,9.0,2.0,0,0,0,2.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_2,1000204,7.0,7.0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_1,1000204,7.0,7.0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_2,1000203,6.0,6.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_1,1000203,6.0,6.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_2,1000202,26.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000202,26.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000201,16.0,10.0,0,0,0,0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000201,16.0,10.0,0,0,0,0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000200,6.0,8.0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0
2019_1,1000200,6.0,8.0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0
2019_2,1000199,15.0,5.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000199,15.0,5.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000198,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_1,1000198,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_2,1000197,11.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1.0
2019_1,1000197,11.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1.0
2019_2,1000196,4.0,14.0,1.0,0,0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000196,4.0,14.0,1.0,0,0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000195,5.0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000195,5.0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000194,15.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0
2019_1,1000194,15.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0
2019_2,1000193,18.0,20.0,1.0,0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,3.0
2019_1,1000193,18.0,20.0,1.0,0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,3.0
2019_2,1000192,3.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0
2019_1,1000192,3.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0
2019_2,1000191,11.0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000191,11.0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000190,4.0,12.0,0,1.0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
2019_1,1000190,4.0,12.0,0,1.0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
2019_2,1000189,9.0,14.0,0,1.0,0,0,2.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1.0
2019_1,1000189,9.0,14.0,0,1.0,0,0,2.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1.0
2019_2,1000188,55.0,11.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,2.0
2019_1,1000188,55.0,11.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,2.0
2019_2,1000187,16.0,5.0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000187,16.0,5.0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000186,6.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000186,6.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000185,21.0,9.0,0,0,0,0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000185,21.0,9.0,0,0,0,0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000184,9.0,13.0,1.0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_1,1000184,9.0,13.0,1.0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_2,1000183,18.0,9.0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,1.0
2019_1,1000183,18.0,9.0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,1.0
2019_2,1000182,8.0,5.0,2.0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000182,8.0,5.0,2.0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000181,7.0,10.0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_1,1000181,7.0,10.0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_2,1000180,13.0,8.0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000180,13.0,8.0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000179,28.0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000179,28.0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000178,18.0,7.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_1,1000178,18.0,7.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_2,1000177,12.0,13.0,0,0,0,1.0,3.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_1,1000177,12.0,13.0,0,0,0,1.0,3.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_2,1000176,20.0,4.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000176,20.0,4.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000175,24.0,5.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000175,24.0,5.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000174,17.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000174,17.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000173,15.0,9.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000173,15.0,9.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000172,12.0,9.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_1,1000172,12.0,9.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_2,1000171,6.0,3.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000171,6.0,3.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000170,2.0,3.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_1,1000170,2.0,3.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_2,1000169,2.0,14.0,0,0,0,0,2.0,1.0,0,0,0,5.0,0,1.0,0,4.0,0,0,0,0,0
2019_1,1000169,2.0,14.0,0,0,0,0,2.0,1.0,0,0,0,5.0,0,1.0,0,4.0,0,0,0,0,0
2019_2,1000168,6.0,13.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0
2019_1,1000168,6.0,13.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0
2019_2,1000167,78.0,24.0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,2.0
2019_1,1000167,78.0,24.0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,2.0
2019_2,1000166,38.0,25.0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
2019_1,1000166,38.0,25.0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
2019_2,1000165,50.0,33.0,0,3.0,0,0,3.0,1.0,0,0,0,0,0,1.0,0,2.0,0,0,0,1.0,3.0
2019_1,1000165,50.0,33.0,0,3.0,0,0,3.0,1.0,0,0,0,0,0,1.0,0,2.0,0,0,0,1.0,3.0
2019_2,1000164,44.0,6.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000164,44.0,6.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000163,43.0,10.0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2019_1,1000163,43.0,10.0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2019_2,1000162,87.0,16.0,0,0,0,0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000162,87.0,16.0,0,0,0,0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000161,47.0,27.0,0,1.0,0,0,4.0,0,0,0,0,0,0,1.0,0,2.0,0,0,0,0,2.0
2019_1,1000161,47.0,27.0,0,1.0,0,0,4.0,0,0,0,0,0,0,1.0,0,2.0,0,0,0,0,2.0
2019_2,1000160,49.0,12.0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0
2019_1,1000160,49.0,12.0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0
2019_2,1000159,25.0,12.0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000159,25.0,12.0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000158,45.0,16.0,1.0,0,0,1.0,4.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_1,1000158,45.0,16.0,1.0,0,0,1.0,4.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_2,1000157,55.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_1,1000157,55.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_2,1000156,65.0,27.0,0,0,0,0,3.0,1.0,0,0,0,0,0,0,0,3.0,0,0,0,0,7.0
2019_1,1000156,65.0,27.0,0,0,0,0,3.0,1.0,0,0,0,0,0,0,0,3.0,0,0,0,0,7.0
2019_2,1000155,14.0,11.0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,5.0
2019_1,1000155,14.0,11.0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,5.0
2019_2,1000154,43.0,8.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_1,1000154,43.0,8.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_2,1000153,49.0,6.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000153,49.0,6.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000152,21.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000152,21.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000151,33.0,5.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000151,33.0,5.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000150,34.0,19.0,2.0,0,0,0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
2019_1,1000150,34.0,19.0,2.0,0,0,0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
2019_2,1000149,41.0,15.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,3.0
2019_1,1000149,41.0,15.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,3.0
2019_2,1000148,61.0,13.0,1.0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000148,61.0,13.0,1.0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000147,64.0,7.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000147,64.0,7.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000146,36.0,17.0,1.0,0,0,0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_1,1000146,36.0,17.0,1.0,0,0,0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_2,1000145,13.0,13.0,1.0,0,0,0,2.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000145,13.0,13.0,1.0,0,0,0,2.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000144,14.0,6.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0
2019_1,1000144,14.0,6.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0
2019_2,1000143,12.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0
2019_1,1000143,12.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0
2019_2,1000142,13.0,19.0,0,0,0,1.0,4.0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1.0
2019_1,1000142,13.0,19.0,0,0,0,1.0,4.0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1.0
2019_2,1000141,17.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000141,17.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000140,8.0,14.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000140,8.0,14.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000139,53.0,7.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_1,1000139,53.0,7.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_2,1000138,18.0,12.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,1.0
2019_1,1000138,18.0,12.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,1.0
2019_2,1000137,41.0,22.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,1.0
2019_1,1000137,41.0,22.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,1.0
2019_2,1000136,22.0,17.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,4.0
2019_1,1000136,22.0,17.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,4.0
2019_2,1000135,32.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_1,1000135,32.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_2,1000134,43.0,27.0,0,1.0,0,0,3.0,1.0,0,0,0,0,0,0,0,3.0,0,0,0,0,3.0
2019_1,1000134,43.0,27.0,0,1.0,0,0,3.0,1.0,0,0,0,0,0,0,0,3.0,0,0,0,0,3.0
2019_2,1000133,57.0,22.0,3.0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,4.0
2019_1,1000133,57.0,22.0,3.0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,4.0
2019_2,1000132,76.0,7.0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2019_1,1000132,76.0,7.0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2019_2,1000131,52.0,18.0,0,0,0,0,3.0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,3.0
2019_1,1000131,52.0,18.0,0,0,0,0,3.0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,3.0
2019_2,1000130,6.0,11.0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000130,6.0,11.0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000129,26.0,22.0,1.0,1.0,0,0,2.0,1.0,0,0,0,0,0,1.0,0,3.0,0,0,0,0,1.0
2019_1,1000129,26.0,22.0,1.0,1.0,0,0,2.0,1.0,0,0,0,0,0,1.0,0,3.0,0,0,0,0,1.0
2019_2,1000128,4.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,1.0
2019_1,1000128,4.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,1.0
2019_2,1000127,35.0,27.0,1.0,1.0,0,0,2.0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,1.0
2019_1,1000127,35.0,27.0,1.0,1.0,0,0,2.0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,1.0
2019_2,1000126,14.0,13.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,6.0
2019_1,1000126,14.0,13.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,6.0
2019_2,1000125,6.0,11.0,1.0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
2019_1,1000125,6.0,11.0,1.0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
2019_2,1000124,8.0,21.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,6.0
2019_1,1000124,8.0,21.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,6.0
2019_2,1000123,52.0,38.0,0,1.0,0,0,4.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,11.0
2019_1,1000123,52.0,38.0,0,1.0,0,0,4.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,11.0
2019_2,1000122,7.0,6.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000122,7.0,6.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000121,11.0,27.0,1.0,1.0,0,0,3.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,3.0
2019_1,1000121,11.0,27.0,1.0,1.0,0,0,3.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,3.0
2019_2,1000120,10.0,20.0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,1.0,3.0
2019_1,1000120,10.0,20.0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,1.0,3.0
2019_2,1000119,10.0,14.0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,2.0,0,0,0,1.0,2.0
2019_1,1000119,10.0,14.0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,2.0,0,0,0,1.0,2.0
2019_2,1000118,16.0,30.0,0,1.0,0,1.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
2019_1,1000118,16.0,30.0,0,1.0,0,1.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
2019_2,1000117,21.0,7.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_1,1000117,21.0,7.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
